zip,provider,rate
62379,Adams Electric Coop,0.140787431
62359,Adams Electric Coop,0.140787431
62319,Adams Electric Coop,0.140787431
62314,Adams Electric Coop,0.140787431
62316,Adams Electric Coop,0.140787431
62311,Adams Electric Coop,0.140787431
62312,Adams Electric Coop,0.140787431
62618,Adams Electric Coop,0.140787431
62611,Adams Electric Coop,0.140787431
62343,Adams Electric Coop,0.140787431
62340,Adams Electric Coop,0.140787431
62346,Adams Electric Coop,0.140787431
62347,Adams Electric Coop,0.140787431
62344,Adams Electric Coop,0.140787431
62345,Adams Electric Coop,0.140787431
62349,Adams Electric Coop,0.140787431
62378,Adams Electric Coop,0.140787431
62624,Adams Electric Coop,0.140787431
62339,Adams Electric Coop,0.140787431
62338,Adams Electric Coop,0.140787431
62365,Adams Electric Coop,0.140787431
62367,Adams Electric Coop,0.140787431
62681,Adams Electric Coop,0.140787431
61440,Adams Electric Coop,0.140787431
62351,Adams Electric Coop,0.140787431
62353,Adams Electric Coop,0.140787431
62305,Adams Electric Coop,0.140787431
62324,Adams Electric Coop,0.140787431
62325,Adams Electric Coop,0.140787431
62665,Adams Electric Coop,0.140787431
53952,Adams-Columbia Electric Coop,0.155449798
53955,Adams-Columbia Electric Coop,0.155449798
53954,Adams-Columbia Electric Coop,0.155449798
53959,Adams-Columbia Electric Coop,0.155449798
54646,Adams-Columbia Electric Coop,0.155449798
53956,Adams-Columbia Electric Coop,0.155449798
53590,Adams-Columbia Electric Coop,0.155449798
53594,Adams-Columbia Electric Coop,0.155449798
53901,Adams-Columbia Electric Coop,0.155449798
54923,Adams-Columbia Electric Coop,0.155449798
54921,Adams-Columbia Electric Coop,0.155449798
53930,Adams-Columbia Electric Coop,0.155449798
53933,Adams-Columbia Electric Coop,0.155449798
53932,Adams-Columbia Electric Coop,0.155449798
53934,Adams-Columbia Electric Coop,0.155449798
53936,Adams-Columbia Electric Coop,0.155449798
54970,Adams-Columbia Electric Coop,0.155449798
54976,Adams-Columbia Electric Coop,0.155449798
53964,Adams-Columbia Electric Coop,0.155449798
53965,Adams-Columbia Electric Coop,0.155449798
53960,Adams-Columbia Electric Coop,0.155449798
54941,Adams-Columbia Electric Coop,0.155449798
54943,Adams-Columbia Electric Coop,0.155449798
54494,Adams-Columbia Electric Coop,0.155449798
53916,Adams-Columbia Electric Coop,0.155449798
53910,Adams-Columbia Electric Coop,0.155449798
53913,Adams-Columbia Electric Coop,0.155449798
53559,Adams-Columbia Electric Coop,0.155449798
53948,Adams-Columbia Electric Coop,0.155449798
53949,Adams-Columbia Electric Coop,0.155449798
53944,Adams-Columbia Electric Coop,0.155449798
53946,Adams-Columbia Electric Coop,0.155449798
54968,Adams-Columbia Electric Coop,0.155449798
54966,Adams-Columbia Electric Coop,0.155449798
54965,Adams-Columbia Electric Coop,0.155449798
54960,Adams-Columbia Electric Coop,0.155449798
54930,Adams-Columbia Electric Coop,0.155449798
54984,Adams-Columbia Electric Coop,0.155449798
54981,Adams-Columbia Electric Coop,0.155449798
54982,Adams-Columbia Electric Coop,0.155449798
53923,Adams-Columbia Electric Coop,0.155449798
53920,Adams-Columbia Electric Coop,0.155449798
53926,Adams-Columbia Electric Coop,0.155449798
53925,Adams-Columbia Electric Coop,0.155449798
54909,Adams-Columbia Electric Coop,0.155449798
54613,Adams-Columbia Electric Coop,0.155449798
54457,Adams-Columbia Electric Coop,0.155449798
45167,"Adams Rural Electric Coop, Inc",0.136888054
45101,"Adams Rural Electric Coop, Inc",0.136888054
45663,"Adams Rural Electric Coop, Inc",0.136888054
45660,"Adams Rural Electric Coop, Inc",0.136888054
45661,"Adams Rural Electric Coop, Inc",0.136888054
45616,"Adams Rural Electric Coop, Inc",0.136888054
45697,"Adams Rural Electric Coop, Inc",0.136888054
45693,"Adams Rural Electric Coop, Inc",0.136888054
45646,"Adams Rural Electric Coop, Inc",0.136888054
45168,"Adams Rural Electric Coop, Inc",0.136888054
45133,"Adams Rural Electric Coop, Inc",0.136888054
45671,"Adams Rural Electric Coop, Inc",0.136888054
45679,"Adams Rural Electric Coop, Inc",0.136888054
45657,"Adams Rural Electric Coop, Inc",0.136888054
45144,"Adams Rural Electric Coop, Inc",0.136888054
45115,"Adams Rural Electric Coop, Inc",0.136888054
45652,"Adams Rural Electric Coop, Inc",0.136888054
45650,"Adams Rural Electric Coop, Inc",0.136888054
45684,"Adams Rural Electric Coop, Inc",0.136888054
14065,Village of Arcade - (NY),0.061734576
14042,Village of Arcade - (NY),0.061734576
14009,Village of Arcade - (NY),0.061734576
31647,City of Adel- (GA),0.136436777
31620,City of Adel- (GA),0.136436777
56110,Adrian Public Utilities Comm,0.109644004
56256,Agralite Electric Coop,0.110584937
56252,Agralite Electric Coop,0.110584937
56289,Agralite Electric Coop,0.110584937
56207,Agralite Electric Coop,0.110584937
56208,Agralite Electric Coop,0.110584937
56235,Agralite Electric Coop,0.110584937
56231,Agralite Electric Coop,0.110584937
56262,Agralite Electric Coop,0.110584937
56267,Agralite Electric Coop,0.110584937
56265,Agralite Electric Coop,0.110584937
56215,Agralite Electric Coop,0.110584937
56248,Agralite Electric Coop,0.110584937
56249,Agralite Electric Coop,0.110584937
56244,Agralite Electric Coop,0.110584937
56339,Agralite Electric Coop,0.110584937
56271,Agralite Electric Coop,0.110584937
56276,Agralite Electric Coop,0.110584937
56278,Agralite Electric Coop,0.110584937
56226,Agralite Electric Coop,0.110584937
56227,Agralite Electric Coop,0.110584937
56225,Agralite Electric Coop,0.110584937
56221,Agralite Electric Coop,0.110584937
29042,Aiken Electric Coop Inc,0.134031017
29821,Aiken Electric Coop Inc,0.134031017
29824,Aiken Electric Coop Inc,0.134031017
29829,Aiken Electric Coop Inc,0.134031017
29137,Aiken Electric Coop Inc,0.134031017
29138,Aiken Electric Coop Inc,0.134031017
29070,Aiken Electric Coop Inc,0.134031017
29845,Aiken Electric Coop Inc,0.134031017
29853,Aiken Electric Coop Inc,0.134031017
29850,Aiken Electric Coop Inc,0.134031017
29856,Aiken Electric Coop Inc,0.134031017
29108,Aiken Electric Coop Inc,0.134031017
29105,Aiken Electric Coop Inc,0.134031017
29107,Aiken Electric Coop Inc,0.134031017
29113,Aiken Electric Coop Inc,0.134031017
29809,Aiken Electric Coop Inc,0.134031017
29801,Aiken Electric Coop Inc,0.134031017
29803,Aiken Electric Coop Inc,0.134031017
29804,Aiken Electric Coop Inc,0.134031017
29805,Aiken Electric Coop Inc,0.134031017
29851,Aiken Electric Coop Inc,0.134031017
29831,Aiken Electric Coop Inc,0.134031017
29832,Aiken Electric Coop Inc,0.134031017
29839,Aiken Electric Coop Inc,0.134031017
29838,Aiken Electric Coop Inc,0.134031017
29127,Aiken Electric Coop Inc,0.134031017
29123,Aiken Electric Coop Inc,0.134031017
29129,Aiken Electric Coop Inc,0.134031017
29003,Aiken Electric Coop Inc,0.134031017
29006,Aiken Electric Coop Inc,0.134031017
29860,Aiken Electric Coop Inc,0.134031017
29039,Aiken Electric Coop Inc,0.134031017
29038,Aiken Electric Coop Inc,0.134031017
29037,Aiken Electric Coop Inc,0.134031017
29666,Aiken Electric Coop Inc,0.134031017
29146,Aiken Electric Coop Inc,0.134031017
29828,Aiken Electric Coop Inc,0.134031017
29817,Aiken Electric Coop Inc,0.134031017
29847,Aiken Electric Coop Inc,0.134031017
29841,Aiken Electric Coop Inc,0.134031017
29842,Aiken Electric Coop Inc,0.134031017
29848,Aiken Electric Coop Inc,0.134031017
29118,Aiken Electric Coop Inc,0.134031017
29112,Aiken Electric Coop Inc,0.134031017
29115,Aiken Electric Coop Inc,0.134031017
29835,Aiken Electric Coop Inc,0.134031017
29834,Aiken Electric Coop Inc,0.134031017
29160,Aiken Electric Coop Inc,0.134031017
29166,Aiken Electric Coop Inc,0.134031017
29164,Aiken Electric Coop Inc,0.134031017
32615,City of Alachua - (FL),0.127781801
94130,City of Alameda,0.147400571
94501,City of Alameda,0.147400571
99756,"Alaska Village Elec Coop, Inc",0.594083836
99754,"Alaska Village Elec Coop, Inc",0.594083836
99753,"Alaska Village Elec Coop, Inc",0.594083836
99752,"Alaska Village Elec Coop, Inc",0.594083836
99750,"Alaska Village Elec Coop, Inc",0.594083836
99785,"Alaska Village Elec Coop, Inc",0.594083836
99590,"Alaska Village Elec Coop, Inc",0.594083836
99620,"Alaska Village Elec Coop, Inc",0.594083836
99558,"Alaska Village Elec Coop, Inc",0.594083836
99784,"Alaska Village Elec Coop, Inc",0.594083836
99783,"Alaska Village Elec Coop, Inc",0.594083836
99730,"Alaska Village Elec Coop, Inc",0.594083836
99739,"Alaska Village Elec Coop, Inc",0.594083836
99769,"Alaska Village Elec Coop, Inc",0.594083836
99760,"Alaska Village Elec Coop, Inc",0.594083836
99761,"Alaska Village Elec Coop, Inc",0.594083836
99765,"Alaska Village Elec Coop, Inc",0.594083836
99578,"Alaska Village Elec Coop, Inc",0.594083836
99563,"Alaska Village Elec Coop, Inc",0.594083836
99666,"Alaska Village Elec Coop, Inc",0.594083836
99662,"Alaska Village Elec Coop, Inc",0.594083836
99763,"Alaska Village Elec Coop, Inc",0.594083836
99771,"Alaska Village Elec Coop, Inc",0.594083836
99770,"Alaska Village Elec Coop, Inc",0.594083836
99758,"Alaska Village Elec Coop, Inc",0.594083836
99552,"Alaska Village Elec Coop, Inc",0.594083836
99554,"Alaska Village Elec Coop, Inc",0.594083836
99559,"Alaska Village Elec Coop, Inc",0.594083836
99742,"Alaska Village Elec Coop, Inc",0.594083836
99745,"Alaska Village Elec Coop, Inc",0.594083836
99747,"Alaska Village Elec Coop, Inc",0.594083836
99748,"Alaska Village Elec Coop, Inc",0.594083836
99749,"Alaska Village Elec Coop, Inc",0.594083836
99665,"Alaska Village Elec Coop, Inc",0.594083836
99585,"Alaska Village Elec Coop, Inc",0.594083836
99581,"Alaska Village Elec Coop, Inc",0.594083836
99589,"Alaska Village Elec Coop, Inc",0.594083836
99630,"Alaska Village Elec Coop, Inc",0.594083836
99632,"Alaska Village Elec Coop, Inc",0.594083836
99778,"Alaska Village Elec Coop, Inc",0.594083836
99772,"Alaska Village Elec Coop, Inc",0.594083836
99604,"Alaska Village Elec Coop, Inc",0.594083836
99602,"Alaska Village Elec Coop, Inc",0.594083836
99684,"Alaska Village Elec Coop, Inc",0.594083836
99576,"Alaska Village Elec Coop, Inc",0.594083836
99658,"Alaska Village Elec Coop, Inc",0.594083836
99650,"Alaska Village Elec Coop, Inc",0.594083836
99651,"Alaska Village Elec Coop, Inc",0.594083836
99657,"Alaska Village Elec Coop, Inc",0.594083836
99655,"Alaska Village Elec Coop, Inc",0.594083836
31702,Albany Water Gas & Light Comm,0.100656234
31703,Albany Water Gas & Light Comm,0.100656234
31706,Albany Water Gas & Light Comm,0.100656234
31705,Albany Water Gas & Light Comm,0.100656234
31701,Albany Water Gas & Light Comm,0.100656234
31707,Albany Water Gas & Light Comm,0.100656234
28002,City of Albemarle - (NC),0.132241122
28001,City of Albemarle - (NC),0.132241122
27947,Albemarle Electric Member Corp,0.131597215
27946,Albemarle Electric Member Corp,0.131597215
27944,Albemarle Electric Member Corp,0.131597215
27919,Albemarle Electric Member Corp,0.131597215
27916,Albemarle Electric Member Corp,0.131597215
27917,Albemarle Electric Member Corp,0.131597215
27956,Albemarle Electric Member Corp,0.131597215
27974,Albemarle Electric Member Corp,0.131597215
27973,Albemarle Electric Member Corp,0.131597215
27921,Albemarle Electric Member Corp,0.131597215
27923,Albemarle Electric Member Corp,0.131597215
27926,Albemarle Electric Member Corp,0.131597215
27929,Albemarle Electric Member Corp,0.131597215
27980,Albemarle Electric Member Corp,0.131597215
27909,Albemarle Electric Member Corp,0.131597215
27979,Albemarle Electric Member Corp,0.131597215
27976,Albemarle Electric Member Corp,0.131597215
27958,Albemarle Electric Member Corp,0.131597215
27965,Albemarle Electric Member Corp,0.131597215
27985,Albemarle Electric Member Corp,0.131597215
27932,Albemarle Electric Member Corp,0.131597215
27939,Albemarle Electric Member Corp,0.131597215
35951,Albertville Municipal Utilities Board,0.095954675
35950,Albertville Municipal Utilities Board,0.095954675
35957,Albertville Municipal Utilities Board,0.095954675
38852,Alcorn County Elec Power Assn,0.108448917
38663,Alcorn County Elec Power Assn,0.108448917
38829,Alcorn County Elec Power Assn,0.108448917
38674,Alcorn County Elec Power Assn,0.108448917
38846,Alcorn County Elec Power Assn,0.108448917
38833,Alcorn County Elec Power Assn,0.108448917
38835,Alcorn County Elec Power Assn,0.108448917
38834,Alcorn County Elec Power Assn,0.108448917
38683,Alcorn County Elec Power Assn,0.108448917
38865,Alcorn County Elec Power Assn,0.108448917
35010,City of Alexander City,0.103872837
35011,City of Alexander City,0.103872837
36861,City of Alexander City,0.103872837
56308,City of Alexandria - (MN),0.095253279
67104,"Alfalfa Electric Coop, Inc",0.100325885
67061,"Alfalfa Electric Coop, Inc",0.100325885
67150,"Alfalfa Electric Coop, Inc",0.100325885
67057,"Alfalfa Electric Coop, Inc",0.100325885
67003,"Alfalfa Electric Coop, Inc",0.100325885
67009,"Alfalfa Electric Coop, Inc",0.100325885
67138,"Alfalfa Electric Coop, Inc",0.100325885
67071,"Alfalfa Electric Coop, Inc",0.100325885
67070,"Alfalfa Electric Coop, Inc",0.100325885
67029,"Alfalfa Electric Coop, Inc",0.100325885
67022,"Alfalfa Electric Coop, Inc",0.100325885
67112,"Alfalfa Electric Coop, Inc",0.100325885
67018,"Alfalfa Electric Coop, Inc",0.100325885
67127,"Alfalfa Electric Coop, Inc",0.100325885
73758,"Alfalfa Electric Coop, Inc",0.100409995
73722,"Alfalfa Electric Coop, Inc",0.100409995
73726,"Alfalfa Electric Coop, Inc",0.100409995
73727,"Alfalfa Electric Coop, Inc",0.100409995
73728,"Alfalfa Electric Coop, Inc",0.100409995
73729,"Alfalfa Electric Coop, Inc",0.100409995
73834,"Alfalfa Electric Coop, Inc",0.100409995
73838,"Alfalfa Electric Coop, Inc",0.100409995
73718,"Alfalfa Electric Coop, Inc",0.100409995
73759,"Alfalfa Electric Coop, Inc",0.100409995
73753,"Alfalfa Electric Coop, Inc",0.100409995
73754,"Alfalfa Electric Coop, Inc",0.100409995
74640,"Alfalfa Electric Coop, Inc",0.100409995
73701,"Alfalfa Electric Coop, Inc",0.100409995
73703,"Alfalfa Electric Coop, Inc",0.100409995
73731,"Alfalfa Electric Coop, Inc",0.100409995
73735,"Alfalfa Electric Coop, Inc",0.100409995
73737,"Alfalfa Electric Coop, Inc",0.100409995
73739,"Alfalfa Electric Coop, Inc",0.100409995
73768,"Alfalfa Electric Coop, Inc",0.100409995
73766,"Alfalfa Electric Coop, Inc",0.100409995
73760,"Alfalfa Electric Coop, Inc",0.100409995
73761,"Alfalfa Electric Coop, Inc",0.100409995
73719,"Alfalfa Electric Coop, Inc",0.100409995
73717,"Alfalfa Electric Coop, Inc",0.100409995
73716,"Alfalfa Electric Coop, Inc",0.100409995
73801,"Alfalfa Electric Coop, Inc",0.100409995
73741,"Alfalfa Electric Coop, Inc",0.100409995
73749,"Alfalfa Electric Coop, Inc",0.100409995
73852,"Alfalfa Electric Coop, Inc",0.100409995
73842,"Alfalfa Electric Coop, Inc",0.100409995
73771,"Alfalfa Electric Coop, Inc",0.100409995
73860,"Alfalfa Electric Coop, Inc",0.100409995
71303,City of Alexandria - (LA),0.043277401
71306,City of Alexandria - (LA),0.043277401
71307,City of Alexandria - (LA),0.043277401
71315,City of Alexandria - (LA),0.043277401
49845,Alger-Delta Coop Electric Assn,0.207972976
49841,Alger-Delta Coop Electric Assn,0.207972976
49849,Alger-Delta Coop Electric Assn,0.207972976
49821,Alger-Delta Coop Electric Assn,0.207972976
49822,Alger-Delta Coop Electric Assn,0.207972976
49825,Alger-Delta Coop Electric Assn,0.207972976
49826,Alger-Delta Coop Electric Assn,0.207972976
49829,Alger-Delta Coop Electric Assn,0.207972976
49807,Alger-Delta Coop Electric Assn,0.207972976
49819,Alger-Delta Coop Electric Assn,0.207972976
49818,Alger-Delta Coop Electric Assn,0.207972976
49812,Alger-Delta Coop Electric Assn,0.207972976
49814,Alger-Delta Coop Electric Assn,0.207972976
49817,Alger-Delta Coop Electric Assn,0.207972976
49816,Alger-Delta Coop Electric Assn,0.207972976
49891,Alger-Delta Coop Electric Assn,0.207972976
49893,Alger-Delta Coop Electric Assn,0.207972976
49892,Alger-Delta Coop Electric Assn,0.207972976
49895,Alger-Delta Coop Electric Assn,0.207972976
49896,Alger-Delta Coop Electric Assn,0.207972976
49866,Alger-Delta Coop Electric Assn,0.207972976
49886,Alger-Delta Coop Electric Assn,0.207972976
49884,Alger-Delta Coop Electric Assn,0.207972976
49837,Alger-Delta Coop Electric Assn,0.207972976
49836,Alger-Delta Coop Electric Assn,0.207972976
49835,Alger-Delta Coop Electric Assn,0.207972976
49834,Alger-Delta Coop Electric Assn,0.207972976
49839,Alger-Delta Coop Electric Assn,0.207972976
49831,Alger-Delta Coop Electric Assn,0.207972976
49862,Alger-Delta Coop Electric Assn,0.207972976
49868,Alger-Delta Coop Electric Assn,0.207972976
49864,Alger-Delta Coop Electric Assn,0.207972976
49863,Alger-Delta Coop Electric Assn,0.207972976
49855,Alger-Delta Coop Electric Assn,0.207972976
49854,Alger-Delta Coop Electric Assn,0.207972976
49853,Alger-Delta Coop Electric Assn,0.207972976
49858,Alger-Delta Coop Electric Assn,0.207972976
49872,Alger-Delta Coop Electric Assn,0.207972976
49874,Alger-Delta Coop Electric Assn,0.207972976
49878,Alger-Delta Coop Electric Assn,0.207972976
49962,Alger-Delta Coop Electric Assn,0.207972976
49808,Alger-Delta Coop Electric Assn,0.207972976
49806,Alger-Delta Coop Electric Assn,0.207972976
49883,Alger-Delta Coop Electric Assn,0.207972976
49880,Alger-Delta Coop Electric Assn,0.207972976
49887,Alger-Delta Coop Electric Assn,0.207972976
49885,Alger-Delta Coop Electric Assn,0.207972976
49847,Alger-Delta Coop Electric Assn,0.207972976
49873,Alger-Delta Coop Electric Assn,0.207972976
54201,Algoma Utility Comm,0.125136612
30102,City of Acworth - (GA),0.143628733
30101,City of Acworth - (GA),0.143628733
50522,City of Algona - (IA),0.11789627
50511,City of Algona - (IA),0.11789627
52101,"Allamakee-Clayton El Coop, Inc",0.134988531
52065,"Allamakee-Clayton El Coop, Inc",0.134988531
52066,"Allamakee-Clayton El Coop, Inc",0.134988531
52146,"Allamakee-Clayton El Coop, Inc",0.134988531
52151,"Allamakee-Clayton El Coop, Inc",0.134988531
52154,"Allamakee-Clayton El Coop, Inc",0.134988531
52156,"Allamakee-Clayton El Coop, Inc",0.134988531
52157,"Allamakee-Clayton El Coop, Inc",0.134988531
52159,"Allamakee-Clayton El Coop, Inc",0.134988531
52050,"Allamakee-Clayton El Coop, Inc",0.134988531
52053,"Allamakee-Clayton El Coop, Inc",0.134988531
52052,"Allamakee-Clayton El Coop, Inc",0.134988531
50674,"Allamakee-Clayton El Coop, Inc",0.134988531
52169,"Allamakee-Clayton El Coop, Inc",0.134988531
52161,"Allamakee-Clayton El Coop, Inc",0.134988531
52160,"Allamakee-Clayton El Coop, Inc",0.134988531
52162,"Allamakee-Clayton El Coop, Inc",0.134988531
52164,"Allamakee-Clayton El Coop, Inc",0.134988531
52135,"Allamakee-Clayton El Coop, Inc",0.134988531
52133,"Allamakee-Clayton El Coop, Inc",0.134988531
52072,"Allamakee-Clayton El Coop, Inc",0.134988531
52077,"Allamakee-Clayton El Coop, Inc",0.134988531
52076,"Allamakee-Clayton El Coop, Inc",0.134988531
52147,"Allamakee-Clayton El Coop, Inc",0.134988531
52144,"Allamakee-Clayton El Coop, Inc",0.134988531
52142,"Allamakee-Clayton El Coop, Inc",0.134988531
52141,"Allamakee-Clayton El Coop, Inc",0.134988531
52140,"Allamakee-Clayton El Coop, Inc",0.134988531
50606,"Allamakee-Clayton El Coop, Inc",0.134988531
50630,"Allamakee-Clayton El Coop, Inc",0.134988531
52047,"Allamakee-Clayton El Coop, Inc",0.134988531
52044,"Allamakee-Clayton El Coop, Inc",0.134988531
52042,"Allamakee-Clayton El Coop, Inc",0.134988531
52043,"Allamakee-Clayton El Coop, Inc",0.134988531
52048,"Allamakee-Clayton El Coop, Inc",0.134988531
52049,"Allamakee-Clayton El Coop, Inc",0.134988531
52172,"Allamakee-Clayton El Coop, Inc",0.134988531
52170,"Allamakee-Clayton El Coop, Inc",0.134988531
52171,"Allamakee-Clayton El Coop, Inc",0.134988531
52175,"Allamakee-Clayton El Coop, Inc",0.134988531
52035,"Allamakee-Clayton El Coop, Inc",0.134988531
50650,"Allamakee-Clayton El Coop, Inc",0.134988531
50655,"Allamakee-Clayton El Coop, Inc",0.134988531
69301,City of Alliance- (NE),0.11149158
31513,Altamaha Electric Member Corp,0.132898013
30401,Altamaha Electric Member Corp,0.132898013
31549,Altamaha Electric Member Corp,0.132898013
30473,Altamaha Electric Member Corp,0.132898013
30471,Altamaha Electric Member Corp,0.132898013
30470,Altamaha Electric Member Corp,0.132898013
30474,Altamaha Electric Member Corp,0.132898013
31002,Altamaha Electric Member Corp,0.132898013
30428,Altamaha Electric Member Corp,0.132898013
30410,Altamaha Electric Member Corp,0.132898013
31021,Altamaha Electric Member Corp,0.132898013
31027,Altamaha Electric Member Corp,0.132898013
30448,Altamaha Electric Member Corp,0.132898013
30447,Altamaha Electric Member Corp,0.132898013
30445,Altamaha Electric Member Corp,0.132898013
30441,Altamaha Electric Member Corp,0.132898013
31539,Altamaha Electric Member Corp,0.132898013
30439,Altamaha Electric Member Corp,0.132898013
30436,Altamaha Electric Member Corp,0.132898013
31096,Altamaha Electric Member Corp,0.132898013
31563,Altamaha Electric Member Corp,0.132898013
30454,Altamaha Electric Member Corp,0.132898013
30457,Altamaha Electric Member Corp,0.132898013
30453,Altamaha Electric Member Corp,0.132898013
73521,City of Altus - (OK),0.130692919
73523,City of Altus - (OK),0.130692919
73549,City of Altus - (OK),0.130692919
50014,City of Ames - (IA),0.114175052
50013,City of Ames - (IA),0.114175052
50012,City of Ames - (IA),0.114175052
50011,City of Ames - (IA),0.114175052
50010,City of Ames - (IA),0.114175052
50134,City of Ames - (IA),0.114175052
44089,City of Amherst- (OH),0.100573731
44001,City of Amherst- (OH),0.100573731
44053,City of Amherst- (OH),0.100573731
30564,Amicalola Electric Member Corp,0.110715908
30734,Amicalola Electric Member Corp,0.110715908
30139,Amicalola Electric Member Corp,0.110715908
30028,Amicalola Electric Member Corp,0.110715908
30536,Amicalola Electric Member Corp,0.110715908
30534,Amicalola Electric Member Corp,0.110715908
30533,Amicalola Electric Member Corp,0.110715908
30705,Amicalola Electric Member Corp,0.110715908
30148,Amicalola Electric Member Corp,0.110715908
30143,Amicalola Electric Member Corp,0.110715908
30545,Amicalola Electric Member Corp,0.110715908
30541,Amicalola Electric Member Corp,0.110715908
30540,Amicalola Electric Member Corp,0.110715908
30114,Amicalola Electric Member Corp,0.110715908
30115,Amicalola Electric Member Corp,0.110715908
30512,Amicalola Electric Member Corp,0.110715908
30513,Amicalola Electric Member Corp,0.110715908
30121,Amicalola Electric Member Corp,0.110715908
30528,Amicalola Electric Member Corp,0.110715908
30522,Amicalola Electric Member Corp,0.110715908
30177,Amicalola Electric Member Corp,0.110715908
30175,Amicalola Electric Member Corp,0.110715908
30171,Amicalola Electric Member Corp,0.110715908
30184,Amicalola Electric Member Corp,0.110715908
30183,Amicalola Electric Member Corp,0.110715908
30189,Amicalola Electric Member Corp,0.110715908
30572,Amicalola Electric Member Corp,0.110715908
55433,Connexus Energy,0.128843477
30107,Amicalola Electric Member Corp,0.110715908
30102,Amicalola Electric Member Corp,0.110715908
30711,Amicalola Electric Member Corp,0.110715908
30151,Amicalola Electric Member Corp,0.110715908
30555,Amicalola Electric Member Corp,0.110715908
38825,City of Amory,0.102223633
38821,City of Amory,0.102223633
39730,City of Amory,0.102223633
37886,City of Alcoa Utilities,0.101615206
37882,City of Alcoa Utilities,0.101615206
37701,City of Alcoa Utilities,0.101615206
37853,City of Alcoa Utilities,0.101615206
37772,City of Alcoa Utilities,0.101615206
37738,City of Alcoa Utilities,0.101615206
37737,City of Alcoa Utilities,0.101615206
37865,City of Alcoa Utilities,0.101615206
37863,City of Alcoa Utilities,0.101615206
37862,City of Alcoa Utilities,0.101615206
37920,City of Alcoa Utilities,0.101615206
37922,City of Alcoa Utilities,0.101615206
37919,City of Alcoa Utilities,0.101615206
37777,City of Alcoa Utilities,0.101615206
37878,City of Alcoa Utilities,0.101615206
37802,City of Alcoa Utilities,0.101615206
37804,City of Alcoa Utilities,0.101615206
37803,City of Alcoa Utilities,0.101615206
37801,City of Alcoa Utilities,0.101615206
92886,City of Anaheim - (CA),0.149047104
92887,City of Anaheim - (CA),0.149047104
92833,City of Anaheim - (CA),0.149047104
92831,City of Anaheim - (CA),0.149047104
92808,City of Anaheim - (CA),0.149047104
92809,City of Anaheim - (CA),0.149047104
92806,City of Anaheim - (CA),0.149047104
92807,City of Anaheim - (CA),0.149047104
92804,City of Anaheim - (CA),0.149047104
92805,City of Anaheim - (CA),0.149047104
92802,City of Anaheim - (CA),0.149047104
